player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,Season,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Samuel Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,21.0,14.0,1281.0,3.0,2.0,0.0,1.0,3.0,1.0,0.21,0.14,0.35,0.21,0.35,3.4,2.6,0.24,0.18,2018-2019,14.2,14.0,6.0,35.0,0.98,0.08,0.21,0.07,-0.4,0.4,364.0,572.0,63.6,6185.0,1947.0,202.0,254.0,79.5,100.0,158.0,63.3,48.0,102.0,47.1,29.0,31.0,10.0,3.0,49.0,494.0,72.0,21.0,3.0,10.0,96.0,45.0,16.0,25.0,1.0,6.0,6.0,22.0,59.0,4.15,29.0,10.0,3.0,9.0,4.0,0.28,2.0,0.0,0.0,1.0,0.0,27.0,18.0,15.0,7.0,5.0,11.0,3.0,8.0,8.0,4.0,1.0,785.0,5.0,92.0,295.0,416.0,53.0,784.0,533.0,62.0,40.0,22.0,571.0,35.0,40.0,0.0,18.0,38.0,2.0,1.0,0.0,0.0,90.0,21.0,32.0,39.6
François Kamano,gn GUI,"FW,MF",Bordeaux,fr Ligue 1,22,1996,37.0,29.0,2561.0,10.0,1.0,4.0,4.0,6.0,0.0,0.35,0.04,0.39,0.21,0.25,9.8,6.5,0.34,0.23,2018-2019,28.5,29.0,3.0,37.2,1.02,0.08,0.21,0.09,0.2,-0.5,730.0,931.0,78.4,10603.0,1978.0,433.0,506.0,85.6,210.0,259.0,81.1,47.0,70.0,67.1,34.0,45.0,23.0,1.0,75.0,902.0,25.0,6.0,5.0,9.0,29.0,11.0,7.0,1.0,0.0,8.0,4.0,36.0,85.0,2.99,65.0,4.0,4.0,4.0,7.0,0.25,3.0,0.0,1.0,1.0,0.0,29.0,18.0,6.0,17.0,6.0,27.0,0.0,27.0,17.0,6.0,1.0,1256.0,4.0,115.0,646.0,523.0,92.0,1252.0,889.0,109.0,79.0,32.0,994.0,71.0,59.0,0.0,49.0,50.0,10.0,1.0,0.0,0.0,136.0,6.0,19.0,24.0
Aboubakar Kamara,mr MTN,FW,Fulham,eng Premier League,23,1995,13.0,5.0,693.0,3.0,0.0,1.0,2.0,2.0,0.0,0.39,0.0,0.39,0.26,0.26,3.7,2.1,0.48,0.27,2018-2019,7.7,8.0,0.0,42.1,1.04,0.11,0.25,0.11,-0.7,-0.1,170.0,248.0,68.5,2500.0,441.0,97.0,119.0,81.5,55.0,74.0,74.3,11.0,25.0,44.0,10.0,6.0,3.0,1.0,6.0,241.0,6.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,4.0,1.0,14.0,21.0,2.73,18.0,0.0,1.0,1.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,8.0,4.0,1.0,5.0,2.0,6.0,0.0,6.0,1.0,6.0,0.0,352.0,5.0,35.0,108.0,210.0,33.0,350.0,187.0,24.0,19.0,12.0,248.0,23.0,13.0,0.0,24.0,4.0,7.0,1.0,0.0,0.0,28.0,12.0,14.0,46.2
Boubacar Kamara,fr FRA,DF,Marseille,fr Ligue 1,18,1999,31.0,27.0,2411.0,1.0,0.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,1.0,1.0,0.04,0.04,2018-2019,26.8,4.0,0.0,36.4,0.15,0.09,0.25,0.09,0.0,0.0,1219.0,1420.0,85.8,21303.0,8671.0,562.0,606.0,92.7,479.0,527.0,90.9,133.0,216.0,61.6,7.0,63.0,9.0,2.0,88.0,1332.0,85.0,59.0,6.0,13.0,6.0,0.0,0.0,0.0,0.0,26.0,3.0,13.0,31.0,1.16,25.0,2.0,0.0,3.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,67.0,39.0,38.0,24.0,5.0,24.0,13.0,11.0,45.0,95.0,2.0,1709.0,122.0,840.0,803.0,83.0,17.0,1709.0,1046.0,19.0,16.0,0.0,1077.0,8.0,7.0,0.0,25.0,30.0,1.0,0.0,1.0,0.0,147.0,61.0,48.0,56.0
Hassane Kamara,ci CIV,"DF,FW",Reims,fr Ligue 1,24,1994,16.0,9.0,926.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.09,0.09,2018-2019,10.3,1.0,0.0,11.1,0.1,0.0,0.0,0.1,-0.9,-0.9,351.0,458.0,76.6,5431.0,1655.0,198.0,221.0,89.6,123.0,159.0,77.4,21.0,45.0,46.7,6.0,21.0,1.0,0.0,31.0,371.0,83.0,5.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,78.0,4.0,13.0,14.0,1.36,12.0,0.0,1.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,29.0,21.0,22.0,5.0,2.0,6.0,1.0,5.0,14.0,41.0,0.0,597.0,34.0,226.0,286.0,93.0,10.0,597.0,299.0,24.0,16.0,5.0,320.0,16.0,10.0,0.0,12.0,10.0,0.0,0.0,1.0,0.0,61.0,10.0,17.0,37.0
Marcin Kamiński,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27.0,27.0,2430.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.7,0.7,0.03,0.03,2018-2019,27.0,1.0,2.0,12.5,0.04,0.0,0.0,0.09,-0.7,-0.7,980.0,1169.0,83.8,20148.0,7288.0,310.0,340.0,91.2,504.0,555.0,90.8,158.0,247.0,64.0,7.0,55.0,3.0,1.0,78.0,1124.0,42.0,42.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,24.0,0.89,19.0,1.0,3.0,0.0,2.0,0.07,1.0,0.0,1.0,0.0,0.0,18.0,13.0,14.0,3.0,1.0,21.0,11.0,10.0,39.0,103.0,2.0,1378.0,167.0,754.0,592.0,41.0,18.0,1378.0,752.0,25.0,6.0,3.0,861.0,6.0,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,109.0,48.0,39.0,55.2
Patrick Kammerbauer,de GER,FW,Freiburg,de Bundesliga,21,1997,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,34.0,22.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,5.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,27.0,25.0,2113.0,2.0,5.0,0.0,0.0,5.0,0.0,0.09,0.21,0.3,0.09,0.3,1.8,1.8,0.08,0.08,2018-2019,23.5,15.0,0.0,44.1,0.64,0.06,0.13,0.05,0.2,0.2,1238.0,1515.0,81.7,19115.0,6181.0,629.0,698.0,90.1,401.0,472.0,85.0,116.0,198.0,58.6,47.0,128.0,34.0,5.0,195.0,1370.0,139.0,76.0,8.0,6.0,68.0,48.0,14.0,21.0,0.0,13.0,6.0,35.0,96.0,4.09,74.0,17.0,3.0,0.0,9.0,0.38,8.0,0.0,1.0,0.0,0.0,41.0,24.0,16.0,21.0,4.0,32.0,2.0,30.0,33.0,22.0,0.0,1739.0,24.0,184.0,1074.0,507.0,22.0,1739.0,903.0,84.0,55.0,7.0,1149.0,29.0,24.0,0.0,30.0,8.0,7.0,0.0,0.0,0.0,180.0,16.0,13.0,55.2
Harry Kane,eng ENG,FW,Tottenham,eng Premier League,25,1993,28.0,27.0,2424.0,17.0,4.0,4.0,4.0,5.0,0.0,0.63,0.15,0.78,0.48,0.63,14.4,11.3,0.54,0.42,2018-2019,26.9,42.0,5.0,42.9,1.56,0.13,0.31,0.12,2.6,1.7,419.0,578.0,72.5,7221.0,1841.0,214.0,268.0,79.9,120.0,166.0,72.3,59.0,89.0,66.3,30.0,58.0,14.0,2.0,80.0,547.0,30.0,8.0,10.0,15.0,12.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,86.0,3.19,58.0,1.0,8.0,7.0,14.0,0.52,9.0,0.0,2.0,2.0,0.0,10.0,6.0,2.0,8.0,0.0,16.0,6.0,10.0,1.0,14.0,0.0,903.0,18.0,37.0,407.0,471.0,142.0,899.0,625.0,59.0,47.0,32.0,723.0,80.0,44.0,0.0,31.0,52.0,10.0,1.0,0.0,0.0,58.0,47.0,67.0,41.2
Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,20,1998,18.0,4.0,493.0,2.0,0.0,0.0,0.0,3.0,0.0,0.37,0.0,0.37,0.37,0.37,2.2,2.2,0.41,0.41,2018-2019,5.5,8.0,0.0,47.1,1.46,0.12,0.25,0.13,-0.2,-0.2,60.0,91.0,65.9,711.0,72.0,40.0,55.0,72.7,12.0,16.0,75.0,2.0,4.0,50.0,5.0,3.0,3.0,0.0,4.0,86.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,2.74,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,150.0,2.0,5.0,63.0,82.0,33.0,150.0,84.0,7.0,4.0,6.0,120.0,20.0,7.0,0.0,11.0,6.0,0.0,1.0,0.0,0.0,7.0,11.0,17.0,39.3
Lee Kangin,kr KOR,"MF,FW",Valencia,es La Liga,17,2001,3.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,2018-2019,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,12.0,19.0,63.2,192.0,56.0,6.0,7.0,85.7,4.0,7.0,57.1,1.0,3.0,33.3,1.0,2.0,1.0,1.0,2.0,19.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,5.0,11.0,10.0,0.0,25.0,18.0,2.0,1.0,0.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,27,1991,36.0,36.0,3092.0,4.0,4.0,0.0,0.0,3.0,0.0,0.12,0.12,0.23,0.12,0.23,2.9,2.9,0.09,0.09,2018-2019,34.4,6.0,0.0,20.7,0.17,0.14,0.67,0.1,1.1,1.1,1789.0,2056.0,87.0,23900.0,5492.0,1100.0,1196.0,92.0,507.0,562.0,90.2,70.0,91.0,76.9,46.0,144.0,33.0,6.0,178.0,2032.0,15.0,9.0,4.0,7.0,19.0,0.0,0.0,0.0,0.0,6.0,9.0,54.0,94.0,2.74,89.0,1.0,1.0,1.0,5.0,0.15,5.0,0.0,0.0,0.0,0.0,75.0,41.0,21.0,41.0,13.0,63.0,6.0,57.0,44.0,32.0,1.0,2431.0,44.0,372.0,1214.0,865.0,68.0,2431.0,1317.0,82.0,92.0,9.0,1769.0,56.0,54.0,0.0,35.0,13.0,6.0,0.0,0.0,0.0,238.0,27.0,41.0,39.7
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,284.0,165.0,0.0,0.0,0.0,11.0,11.0,100.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,17.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,22,1996,10.0,9.0,773.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,2018-2019,8.6,1.0,0.0,33.3,0.12,0.0,0.0,0.04,-0.1,-0.1,279.0,326.0,85.6,3879.0,832.0,167.0,180.0,92.8,89.0,101.0,88.1,9.0,16.0,56.3,2.0,21.0,1.0,0.0,22.0,322.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,1.05,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,4.0,10.0,1.0,9.0,1.0,8.0,10.0,6.0,2.0,407.0,8.0,67.0,260.0,88.0,7.0,407.0,241.0,16.0,16.0,2.0,297.0,14.0,8.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,37.0,7.0,5.0,58.3
Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,de Bundesliga,24,1994,21.0,9.0,919.0,3.0,1.0,0.0,0.0,0.0,0.0,0.29,0.1,0.39,0.29,0.39,3.4,3.4,0.33,0.33,2018-2019,10.2,8.0,0.0,38.1,0.78,0.14,0.38,0.16,-0.4,-0.4,197.0,283.0,69.6,2979.0,621.0,113.0,148.0,76.4,62.0,81.0,76.5,15.0,21.0,71.4,14.0,11.0,5.0,2.0,21.0,270.0,11.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,35.0,3.43,24.0,1.0,3.0,2.0,5.0,0.49,1.0,0.0,0.0,1.0,0.0,13.0,9.0,3.0,10.0,0.0,5.0,1.0,4.0,2.0,8.0,0.0,399.0,10.0,38.0,184.0,181.0,53.0,399.0,257.0,32.0,17.0,12.0,316.0,37.0,16.0,0.0,14.0,14.0,7.0,1.0,0.0,0.0,32.0,29.0,30.0,49.2
Yann Karamoh,fr FRA,"FW,MF",Inter,it Serie A,20,1998,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,52.0,26.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,4.0,1.0,6.0,6.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Yann Karamoh,fr FRA,FW,Bordeaux,fr Ligue 1,20,1998,22.0,13.0,1224.0,3.0,1.0,0.0,0.0,2.0,0.0,0.22,0.07,0.29,0.22,0.29,4.3,4.3,0.32,0.32,2018-2019,13.6,11.0,1.0,30.6,0.81,0.08,0.27,0.12,-1.3,-1.3,382.0,538.0,71.0,5900.0,1814.0,211.0,250.0,84.4,124.0,165.0,75.2,30.0,74.0,40.5,26.0,35.0,17.0,8.0,46.0,483.0,52.0,15.0,7.0,4.0,69.0,26.0,10.0,11.0,1.0,8.0,3.0,26.0,66.0,4.85,39.0,6.0,4.0,5.0,4.0,0.29,2.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,4.0,2.0,9.0,0.0,9.0,6.0,3.0,0.0,716.0,6.0,59.0,341.0,339.0,40.0,716.0,490.0,59.0,37.0,18.0,551.0,39.0,37.0,0.0,11.0,27.0,4.0,0.0,0.0,0.0,67.0,0.0,16.0,0.0
Ibrahim Karamoko,fr FRA,MF,Chievo,it Serie A,17,2001,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.13,0.13,2018-2019,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.1,-0.1,13.0,19.0,68.4,229.0,62.0,8.0,10.0,80.0,3.0,4.0,75.0,2.0,2.0,100.0,1.0,1.0,1.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,27.0,1.0,3.0,15.0,9.0,2.0,27.0,13.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9.0,9.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,245.0,69.4,4692.0,3112.0,22.0,22.0,100.0,90.0,90.0,100.0,58.0,133.0,43.6,0.0,2.0,0.0,0.0,0.0,166.0,79.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,261.0,236.0,260.0,1.0,0.0,0.0,261.0,132.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,100.0
Rick Karsdorp,nl NED,DF,Roma,it Serie A,23,1995,11.0,7.0,593.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,2018-2019,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,414.0,76.6,5597.0,2741.0,144.0,165.0,87.3,134.0,160.0,83.8,36.0,65.0,55.4,4.0,32.0,13.0,5.0,44.0,338.0,74.0,3.0,4.0,1.0,24.0,0.0,0.0,0.0,0.0,71.0,2.0,11.0,13.0,1.97,10.0,3.0,0.0,0.0,3.0,0.45,3.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,5.0,1.0,4.0,2.0,2.0,12.0,12.0,1.0,460.0,20.0,118.0,245.0,105.0,2.0,460.0,228.0,20.0,19.0,1.0,267.0,5.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,54.0,4.0,9.0,30.8
Grigoris Kastanos,cy CYP,MF,Juventus,it Serie A,20,1998,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,84.2,199.0,26.0,12.0,13.0,92.3,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,26.0,0.0,6.0,8.0,12.0,1.0,26.0,13.0,1.0,0.0,1.0,16.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,62.5,1027.0,975.0,4.0,4.0,100.0,6.0,6.0,100.0,15.0,30.0,50.0,0.0,1.0,0.0,0.0,0.0,22.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,36.0,40.0,0.0,0.0,0.0,40.0,19.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Beram Kayal,il ISR,MF,Brighton,eng Premier League,30,1988,18.0,9.0,940.0,1.0,1.0,0.0,0.0,4.0,0.0,0.1,0.1,0.19,0.1,0.19,0.4,0.4,0.04,0.04,2018-2019,10.4,2.0,0.0,40.0,0.19,0.2,0.5,0.08,0.6,0.6,194.0,283.0,68.6,3007.0,919.0,105.0,129.0,81.4,76.0,101.0,75.2,9.0,35.0,25.7,4.0,20.0,3.0,1.0,32.0,269.0,12.0,0.0,1.0,2.0,10.0,2.0,0.0,1.0,1.0,0.0,2.0,8.0,9.0,0.86,7.0,0.0,1.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,28.0,17.0,16.0,11.0,1.0,17.0,10.0,7.0,15.0,25.0,0.0,415.0,47.0,138.0,225.0,64.0,9.0,415.0,193.0,16.0,12.0,0.0,198.0,14.0,10.0,0.0,18.0,7.0,0.0,0.0,1.0,0.0,56.0,15.0,26.0,36.6
Moise Kean,it ITA,FW,Juventus,it Serie A,18,2000,13.0,5.0,541.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.6,3.6,0.6,0.6,2018-2019,6.0,10.0,0.0,50.0,1.66,0.3,0.6,0.18,2.4,2.4,67.0,86.0,77.9,919.0,95.0,40.0,48.0,83.3,19.0,23.0,82.6,4.0,5.0,80.0,5.0,0.0,0.0,0.0,4.0,86.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.33,5.0,0.0,1.0,1.0,2.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,165.0,1.0,15.0,63.0,91.0,34.0,165.0,118.0,11.0,6.0,8.0,126.0,22.0,10.0,0.0,9.0,6.0,3.0,1.0,0.0,0.0,17.0,7.0,4.0,63.6
Michael Keane,eng ENG,DF,Everton,eng Premier League,25,1993,33.0,33.0,2969.0,1.0,2.0,0.0,0.0,2.0,0.0,0.03,0.06,0.09,0.03,0.09,2.3,2.3,0.07,0.07,2018-2019,33.0,9.0,0.0,29.0,0.27,0.03,0.11,0.08,-1.3,-1.3,1292.0,1606.0,80.4,25407.0,10067.0,433.0,511.0,84.7,682.0,767.0,88.9,155.0,269.0,57.6,9.0,89.0,5.0,1.0,113.0,1560.0,41.0,38.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,16.0,21.0,0.64,17.0,0.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,41.0,25.0,22.0,16.0,3.0,30.0,22.0,8.0,43.0,185.0,4.0,1974.0,243.0,1029.0,876.0,77.0,47.0,1974.0,994.0,11.0,6.0,0.0,1130.0,10.0,4.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,161.0,191.0,122.0,61.0
Neeskens Kebano,cd COD,"FW,MF",Fulham,eng Premier League,26,1992,7.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.05,2018-2019,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,25.0,31.0,80.6,340.0,37.0,20.0,22.0,90.9,4.0,7.0,57.1,1.0,1.0,100.0,0.0,2.0,0.0,0.0,4.0,30.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,47.0,3.0,5.0,19.0,26.0,2.0,47.0,29.0,6.0,3.0,1.0,31.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,57.1
Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,27.0,19.0,1902.0,1.0,2.0,0.0,0.0,4.0,0.0,0.05,0.09,0.14,0.05,0.14,2.2,2.2,0.11,0.11,2018-2019,21.1,4.0,0.0,28.6,0.19,0.07,0.25,0.16,-1.2,-1.2,1284.0,1393.0,92.2,20630.0,6463.0,604.0,642.0,94.1,542.0,579.0,93.6,81.0,93.0,87.1,6.0,59.0,6.0,2.0,91.0,1325.0,67.0,20.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,47.0,1.0,9.0,20.0,0.95,16.0,1.0,1.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,64.0,43.0,27.0,31.0,6.0,32.0,17.0,15.0,31.0,69.0,1.0,1632.0,123.0,554.0,947.0,136.0,22.0,1632.0,945.0,31.0,15.0,2.0,1145.0,8.0,7.0,0.0,26.0,18.0,0.0,0.0,3.0,0.0,119.0,52.0,35.0,59.8
