player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,Season,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Munir El Haddadi,ma MAR,FW,Sevilla,es La Liga,23,1995,21.0,14.0,1250.0,5.0,2.0,0.0,0.0,1.0,0.0,0.36,0.14,0.5,0.36,0.5,3.0,3.0,0.22,0.22,2019-2020,13.9,15.0,1.0,33.3,1.08,0.11,0.33,0.07,2.0,2.0,349.0,466.0,74.9,4847.0,1054.0,195.0,231.0,84.4,110.0,141.0,78.0,17.0,36.0,47.2,17.0,17.0,20.0,5.0,36.0,435.0,30.0,10.0,0.0,7.0,33.0,9.0,0.0,2.0,0.0,4.0,1.0,16.0,45.0,3.24,28.0,4.0,4.0,5.0,3.0,0.22,2.0,0.0,0.0,1.0,0.0,19.0,17.0,6.0,11.0,2.0,8.0,0.0,8.0,7.0,8.0,0.0,633.0,8.0,70.0,253.0,318.0,69.0,633.0,408.0,37.0,21.0,8.0,489.0,34.0,29.0,0.0,15.0,44.0,9.0,0.0,0.0,0.0,54.0,24.0,32.0,42.9
André Hahn,de GER,"FW,MF",Augsburg,de Bundesliga,28,1990,15.0,8.0,702.0,1.0,0.0,0.0,1.0,6.0,1.0,0.13,0.0,0.13,0.13,0.13,2.6,1.9,0.34,0.24,2019-2020,7.8,4.0,0.0,26.7,0.51,0.07,0.25,0.12,-1.6,-0.9,98.0,178.0,55.1,1481.0,415.0,51.0,74.0,68.9,31.0,54.0,57.4,7.0,20.0,35.0,9.0,10.0,7.0,4.0,9.0,167.0,10.0,1.0,1.0,5.0,15.0,1.0,0.0,0.0,0.0,7.0,1.0,12.0,19.0,2.43,17.0,0.0,0.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,15.0,9.0,7.0,5.0,3.0,23.0,5.0,18.0,13.0,14.0,0.0,309.0,15.0,63.0,127.0,123.0,32.0,308.0,144.0,15.0,11.0,4.0,164.0,19.0,12.0,1.0,24.0,9.0,7.0,0.0,0.0,0.0,26.0,27.0,25.0,51.9
Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,21,1998,19.0,5.0,756.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,0.7,0.7,0.09,0.09,2019-2020,8.4,6.0,0.0,31.6,0.71,0.0,0.0,0.04,-0.7,-0.7,474.0,560.0,84.6,6419.0,2072.0,274.0,301.0,91.0,131.0,152.0,86.2,22.0,33.0,66.7,12.0,50.0,7.0,1.0,55.0,553.0,6.0,1.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,11.0,41.0,4.89,33.0,0.0,2.0,2.0,2.0,0.24,1.0,0.0,1.0,0.0,0.0,26.0,16.0,7.0,17.0,2.0,14.0,2.0,12.0,8.0,10.0,1.0,687.0,17.0,95.0,393.0,206.0,15.0,687.0,379.0,15.0,18.0,2.0,494.0,21.0,7.0,0.0,18.0,4.0,1.0,0.0,1.0,0.0,66.0,15.0,15.0,50.0
Achraf Hakimi,ma MAR,"DF,MF",Dortmund,de Bundesliga,20,1998,33.0,29.0,2715.0,5.0,10.0,0.0,0.0,5.0,0.0,0.17,0.33,0.5,0.17,0.5,4.9,4.9,0.16,0.16,2019-2020,30.2,20.0,3.0,52.6,0.66,0.13,0.25,0.13,0.1,0.1,2026.0,2426.0,83.5,27838.0,8278.0,1291.0,1430.0,90.3,546.0,661.0,82.6,96.0,158.0,60.8,35.0,115.0,39.0,11.0,168.0,2146.0,279.0,13.0,3.0,17.0,95.0,7.0,1.0,3.0,0.0,259.0,1.0,64.0,93.0,3.08,71.0,1.0,5.0,6.0,20.0,0.66,16.0,0.0,0.0,0.0,0.0,60.0,41.0,38.0,14.0,8.0,26.0,2.0,24.0,30.0,27.0,2.0,2780.0,51.0,514.0,1360.0,927.0,104.0,2780.0,1689.0,159.0,109.0,41.0,2057.0,59.0,44.0,0.0,24.0,50.0,2.0,0.0,0.0,0.0,200.0,15.0,22.0,40.5
Sébastien Haller,ci CIV,FW,West Ham,eng Premier League,25,1994,32.0,24.0,2266.0,7.0,1.0,0.0,0.0,1.0,0.0,0.28,0.04,0.32,0.28,0.32,8.0,8.0,0.32,0.32,2019-2020,25.2,26.0,0.0,46.4,1.03,0.13,0.27,0.14,-1.0,-1.0,506.0,779.0,65.0,6620.0,1336.0,327.0,475.0,68.8,122.0,181.0,67.4,25.0,37.0,67.6,24.0,52.0,13.0,0.0,59.0,745.0,30.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,51.0,2.03,41.0,0.0,5.0,3.0,8.0,0.32,4.0,0.0,2.0,2.0,0.0,22.0,15.0,8.0,10.0,4.0,19.0,5.0,14.0,8.0,27.0,0.0,1058.0,34.0,88.0,574.0,403.0,119.0,1058.0,490.0,17.0,21.0,4.0,814.0,60.0,35.0,0.0,46.0,38.0,18.0,1.0,0.0,0.0,65.0,213.0,200.0,51.6
Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,27,1991,29.0,28.0,2520.0,3.0,3.0,0.0,0.0,6.0,1.0,0.11,0.11,0.21,0.11,0.21,2.1,2.1,0.08,0.08,2019-2020,28.0,9.0,7.0,29.0,0.32,0.1,0.33,0.07,0.9,0.9,1593.0,1909.0,83.4,26540.0,8399.0,744.0,826.0,90.1,686.0,777.0,88.3,113.0,200.0,56.5,36.0,122.0,15.0,6.0,155.0,1669.0,229.0,52.0,2.0,12.0,56.0,27.0,10.0,13.0,0.0,150.0,11.0,26.0,65.0,2.32,53.0,7.0,1.0,1.0,12.0,0.43,9.0,1.0,0.0,1.0,0.0,46.0,31.0,27.0,17.0,2.0,37.0,11.0,26.0,46.0,72.0,2.0,2202.0,116.0,643.0,1212.0,374.0,46.0,2202.0,1193.0,65.0,40.0,5.0,1374.0,22.0,10.0,1.0,24.0,16.0,1.0,0.0,0.0,0.0,187.0,52.0,36.0,59.1
Romain Hamouma,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,32,1987,14.0,9.0,865.0,6.0,1.0,0.0,0.0,3.0,1.0,0.62,0.1,0.73,0.62,0.73,4.1,4.1,0.42,0.42,2019-2020,9.6,12.0,1.0,60.0,1.25,0.3,0.5,0.2,1.9,1.9,182.0,270.0,67.4,2832.0,793.0,93.0,111.0,83.8,54.0,81.0,66.7,19.0,40.0,47.5,18.0,10.0,11.0,1.0,35.0,240.0,30.0,9.0,3.0,5.0,46.0,14.0,6.0,8.0,0.0,1.0,0.0,10.0,41.0,4.27,22.0,7.0,2.0,5.0,8.0,0.83,1.0,1.0,2.0,2.0,0.0,12.0,9.0,1.0,5.0,6.0,12.0,0.0,12.0,0.0,4.0,0.0,379.0,4.0,29.0,144.0,209.0,38.0,379.0,193.0,15.0,16.0,5.0,274.0,21.0,12.0,1.0,14.0,19.0,4.0,0.0,0.0,0.0,30.0,14.0,23.0,37.8
Samir Handanović,si SVN,GK,Inter,it Serie A,35,1984,35.0,35.0,3150.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,1124.0,87.6,24085.0,15446.0,217.0,218.0,99.5,516.0,523.0,98.7,251.0,378.0,66.4,2.0,5.0,0.0,0.0,0.0,792.0,328.0,61.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.11,3.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1174.0,1064.0,1172.0,2.0,0.0,0.0,1174.0,578.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,36.0,6.0,0.0,100.0
Grant Hanley,sct SCO,DF,Norwich City,eng Premier League,27,1991,15.0,14.0,1262.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.04,0.04,2019-2020,14.0,2.0,0.0,25.0,0.14,0.0,0.0,0.08,-0.6,-0.6,545.0,661.0,82.5,10121.0,3168.0,210.0,228.0,92.1,272.0,305.0,89.2,54.0,106.0,50.9,0.0,18.0,0.0,0.0,17.0,631.0,27.0,27.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,17.0,7.0,0.0,25.0,18.0,7.0,31.0,77.0,1.0,849.0,134.0,522.0,316.0,14.0,10.0,849.0,485.0,0.0,2.0,0.0,515.0,5.0,2.0,0.0,12.0,20.0,0.0,0.0,0.0,1.0,56.0,43.0,17.0,71.7
Lukáš Haraslín,sk SVK,FW,Sassuolo,it Serie A,23,1996,11.0,4.0,384.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,1.0,1.0,0.23,0.23,2019-2020,4.3,2.0,0.0,20.0,0.47,0.1,0.5,0.1,0.0,0.0,97.0,129.0,75.2,1412.0,303.0,67.0,77.0,87.0,22.0,28.0,78.6,6.0,13.0,46.2,1.0,4.0,2.0,1.0,10.0,114.0,15.0,2.0,0.0,1.0,16.0,10.0,9.0,0.0,0.0,3.0,0.0,6.0,9.0,2.11,5.0,1.0,0.0,0.0,1.0,0.23,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,1.0,5.0,0.0,5.0,4.0,1.0,0.0,181.0,4.0,19.0,67.0,101.0,14.0,181.0,115.0,12.0,8.0,6.0,125.0,6.0,4.0,0.0,8.0,17.0,3.0,0.0,0.0,0.0,18.0,2.0,3.0,40.0
Amine Harit,ma MAR,"MF,FW",Schalke 04,de Bundesliga,22,1997,25.0,24.0,2102.0,6.0,4.0,1.0,1.0,3.0,0.0,0.26,0.17,0.43,0.21,0.39,3.3,2.5,0.14,0.11,2019-2020,23.4,11.0,0.0,39.3,0.47,0.18,0.45,0.09,2.7,2.5,754.0,913.0,82.6,10689.0,3118.0,453.0,512.0,88.5,188.0,225.0,83.6,60.0,80.0,75.0,44.0,71.0,35.0,1.0,134.0,863.0,46.0,22.0,8.0,6.0,22.0,9.0,2.0,5.0,0.0,15.0,4.0,19.0,92.0,3.94,70.0,7.0,2.0,8.0,10.0,0.43,7.0,0.0,0.0,1.0,0.0,16.0,7.0,8.0,5.0,3.0,13.0,0.0,13.0,7.0,2.0,1.0,1146.0,6.0,103.0,598.0,467.0,58.0,1145.0,866.0,94.0,71.0,18.0,931.0,76.0,64.0,0.0,19.0,70.0,8.0,1.0,0.0,0.0,118.0,8.0,28.0,22.2
Martin Harnik,at AUT,"MF,FW",Werder Bremen,de Bundesliga,32,1987,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,27.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,de Bundesliga,35,1984,23.0,21.0,1968.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,1408.0,86.9,25114.0,9094.0,358.0,394.0,90.9,677.0,727.0,93.1,174.0,239.0,72.8,9.0,101.0,3.0,0.0,132.0,1298.0,104.0,96.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,10.0,32.0,1.46,31.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,28.0,20.0,16.0,9.0,3.0,38.0,10.0,28.0,26.0,38.0,0.0,1571.0,92.0,656.0,873.0,57.0,1.0,1571.0,907.0,47.0,17.0,0.0,969.0,7.0,7.0,0.0,6.0,28.0,0.0,0.0,1.0,0.0,174.0,27.0,32.0,45.8
Hans Hateboer,nl NED,DF,Atalanta,it Serie A,25,1994,32.0,25.0,2356.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.15,0.15,0.0,0.15,2.3,2.3,0.09,0.09,2019-2020,26.2,3.0,0.0,15.8,0.11,0.0,0.0,0.12,-2.3,-2.3,1195.0,1438.0,83.1,15396.0,4652.0,761.0,827.0,92.0,310.0,393.0,78.9,43.0,68.0,63.2,44.0,45.0,27.0,21.0,70.0,1223.0,213.0,16.0,0.0,5.0,76.0,1.0,1.0,0.0,0.0,196.0,2.0,43.0,95.0,3.63,82.0,7.0,3.0,0.0,11.0,0.42,10.0,1.0,0.0,0.0,0.0,36.0,23.0,20.0,9.0,7.0,22.0,7.0,15.0,10.0,32.0,1.0,1655.0,46.0,301.0,716.0,646.0,69.0,1655.0,974.0,81.0,49.0,14.0,1152.0,28.0,18.0,0.0,44.0,18.0,7.0,0.0,1.0,0.0,89.0,30.0,27.0,52.6
Kortney Hause,eng ENG,DF,Aston Villa,eng Premier League,24,1995,18.0,17.0,1545.0,1.0,0.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,2.5,2.5,0.14,0.14,2019-2020,17.2,3.0,0.0,15.0,0.17,0.05,0.33,0.13,-1.5,-1.5,607.0,825.0,73.6,11420.0,4829.0,248.0,303.0,81.8,275.0,323.0,85.1,77.0,163.0,47.2,2.0,44.0,1.0,0.0,46.0,785.0,36.0,14.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,11.0,8.0,0.47,7.0,0.0,1.0,0.0,1.0,0.06,0.0,0.0,1.0,0.0,0.0,21.0,9.0,15.0,5.0,1.0,27.0,19.0,8.0,20.0,98.0,4.0,1058.0,163.0,554.0,463.0,46.0,27.0,1058.0,520.0,8.0,4.0,0.0,559.0,13.0,7.0,0.0,24.0,9.0,1.0,0.0,0.0,0.0,109.0,99.0,35.0,73.9
Kai Havertz,de GER,"MF,FW",Leverkusen,de Bundesliga,20,1999,30.0,29.0,2454.0,12.0,6.0,1.0,1.0,3.0,0.0,0.44,0.22,0.66,0.4,0.62,9.1,8.4,0.34,0.31,2019-2020,27.3,25.0,0.0,43.1,0.92,0.19,0.44,0.14,2.9,2.6,1182.0,1403.0,84.2,16299.0,3224.0,730.0,815.0,89.6,317.0,358.0,88.5,65.0,85.0,76.5,59.0,97.0,33.0,3.0,139.0,1352.0,48.0,9.0,5.0,8.0,28.0,10.0,4.0,2.0,0.0,19.0,3.0,36.0,122.0,4.47,99.0,1.0,5.0,5.0,13.0,0.48,12.0,0.0,0.0,0.0,0.0,21.0,15.0,5.0,10.0,6.0,22.0,0.0,22.0,2.0,22.0,0.0,1790.0,25.0,134.0,982.0,694.0,133.0,1789.0,1158.0,119.0,93.0,34.0,1513.0,99.0,75.0,0.0,26.0,33.0,12.0,0.0,0.0,0.0,100.0,43.0,59.0,42.2
Isaac Hayden,eng ENG,MF,Newcastle Utd,eng Premier League,24,1995,29.0,26.0,2223.0,1.0,2.0,0.0,0.0,4.0,1.0,0.04,0.08,0.12,0.04,0.12,1.2,1.2,0.05,0.05,2019-2020,24.7,3.0,0.0,16.7,0.12,0.06,0.33,0.07,-0.2,-0.2,645.0,853.0,75.6,9410.0,2242.0,368.0,441.0,83.4,213.0,258.0,82.6,31.0,65.0,47.7,15.0,37.0,12.0,7.0,52.0,800.0,50.0,10.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,11.0,3.0,25.0,33.0,1.34,25.0,1.0,2.0,2.0,3.0,0.12,1.0,0.0,1.0,1.0,0.0,55.0,27.0,33.0,17.0,5.0,24.0,7.0,17.0,38.0,38.0,0.0,1110.0,50.0,275.0,618.0,229.0,29.0,1110.0,532.0,24.0,18.0,6.0,613.0,28.0,17.0,0.0,25.0,21.0,2.0,0.0,0.0,0.0,114.0,49.0,33.0,59.8
Eden Hazard,be BEL,"FW,MF",Real Madrid,es La Liga,28,1991,16.0,14.0,1077.0,1.0,3.0,0.0,0.0,0.0,0.0,0.08,0.25,0.33,0.08,0.33,2.1,2.1,0.17,0.17,2019-2020,12.0,13.0,0.0,68.4,1.09,0.05,0.08,0.11,-1.1,-1.1,500.0,598.0,83.6,7057.0,1381.0,326.0,364.0,89.6,116.0,140.0,82.9,37.0,46.0,80.4,21.0,29.0,15.0,2.0,59.0,585.0,12.0,5.0,2.0,8.0,19.0,3.0,0.0,1.0,0.0,3.0,1.0,12.0,55.0,4.59,42.0,0.0,1.0,5.0,11.0,0.92,7.0,0.0,1.0,3.0,0.0,7.0,3.0,2.0,3.0,2.0,5.0,0.0,5.0,6.0,0.0,0.0,730.0,3.0,63.0,277.0,404.0,79.0,730.0,592.0,86.0,50.0,31.0,638.0,28.0,33.0,0.0,12.0,50.0,2.0,3.0,0.0,0.0,61.0,6.0,7.0,46.2
Thorgan Hazard,be BEL,"FW,MF",Dortmund,de Bundesliga,26,1993,33.0,28.0,2380.0,7.0,13.0,0.0,0.0,3.0,0.0,0.26,0.49,0.76,0.26,0.76,5.4,5.4,0.21,0.21,2019-2020,26.4,21.0,0.0,42.0,0.79,0.14,0.33,0.11,1.6,1.6,938.0,1228.0,76.4,13417.0,3604.0,573.0,666.0,86.0,257.0,331.0,77.6,61.0,115.0,53.0,57.0,49.0,38.0,7.0,95.0,1113.0,114.0,10.0,5.0,14.0,112.0,78.0,18.0,47.0,0.0,23.0,1.0,37.0,116.0,4.39,68.0,24.0,9.0,4.0,21.0,0.79,17.0,1.0,0.0,0.0,0.0,40.0,27.0,17.0,14.0,9.0,29.0,0.0,29.0,13.0,2.0,1.0,1515.0,16.0,151.0,575.0,810.0,108.0,1515.0,883.0,100.0,58.0,40.0,1137.0,61.0,55.0,0.0,37.0,40.0,12.0,0.0,0.0,0.0,100.0,14.0,33.0,29.8
Tom Heaton,eng ENG,GK,Aston Villa,eng Premier League,33,1986,20.0,20.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,628.0,59.1,11773.0,9472.0,61.0,61.0,100.0,176.0,180.0,97.8,133.0,383.0,34.7,0.0,7.0,0.0,0.0,0.0,350.0,276.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,681.0,589.0,668.0,12.0,1.0,0.0,681.0,259.0,0.0,0.0,0.0,203.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,100.0
Jonas Hector,de GER,"MF,DF",Köln,de Bundesliga,29,1990,29.0,28.0,2433.0,4.0,2.0,0.0,0.0,9.0,0.0,0.15,0.07,0.22,0.15,0.22,1.9,1.8,0.07,0.07,2019-2020,27.0,9.0,2.0,30.0,0.33,0.13,0.44,0.06,2.1,2.2,1014.0,1289.0,78.7,19210.0,5081.0,384.0,457.0,84.0,486.0,564.0,86.2,127.0,204.0,62.3,26.0,80.0,26.0,7.0,128.0,1185.0,101.0,42.0,4.0,6.0,29.0,6.0,2.0,2.0,0.0,53.0,3.0,23.0,63.0,2.33,49.0,1.0,4.0,7.0,7.0,0.26,5.0,0.0,1.0,1.0,0.0,76.0,49.0,37.0,34.0,5.0,44.0,10.0,34.0,46.0,38.0,1.0,1578.0,75.0,396.0,911.0,290.0,50.0,1578.0,777.0,25.0,19.0,6.0,938.0,28.0,17.0,0.0,22.0,38.0,2.0,0.0,0.0,0.0,181.0,68.0,62.0,52.3
Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,25,1993,28.0,27.0,2434.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,0.01,0.01,2019-2020,27.0,2.0,0.0,50.0,0.07,0.0,0.0,0.06,-0.2,-0.2,1112.0,1352.0,82.2,23545.0,8313.0,340.0,383.0,88.8,586.0,637.0,92.0,179.0,299.0,59.9,4.0,97.0,7.0,4.0,100.0,1294.0,54.0,51.0,3.0,23.0,12.0,0.0,0.0,0.0,0.0,3.0,4.0,22.0,24.0,0.89,23.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,47.0,30.0,40.0,6.0,1.0,38.0,25.0,13.0,41.0,131.0,1.0,1655.0,219.0,881.0,732.0,59.0,3.0,1655.0,983.0,27.0,21.0,2.0,1036.0,11.0,9.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,132.0,35.0,31.0,53.0
Dean Henderson,eng ENG,GK,Sheffield Utd,eng Premier League,22,1997,36.0,36.0,3240.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2019-2020,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.1,-0.1,448.0,1045.0,42.9,20541.0,18372.0,32.0,32.0,100.0,106.0,109.0,97.2,309.0,898.0,34.4,1.0,49.0,1.0,0.0,0.0,657.0,383.0,122.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.14,2.0,3.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,1120.0,948.0,1109.0,10.0,1.0,1.0,1120.0,544.0,0.0,0.0,0.0,363.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,16.0,0.0,100.0
Jordan Henderson,eng ENG,MF,Liverpool,eng Premier League,29,1990,30.0,26.0,2238.0,4.0,5.0,0.0,0.0,2.0,0.0,0.16,0.2,0.36,0.16,0.36,1.1,1.1,0.04,0.04,2019-2020,24.9,8.0,1.0,40.0,0.32,0.2,0.5,0.05,2.9,2.9,1593.0,1933.0,82.4,28191.0,7061.0,692.0,759.0,91.2,653.0,769.0,84.9,187.0,289.0,64.7,24.0,173.0,31.0,7.0,197.0,1883.0,46.0,14.0,7.0,21.0,58.0,1.0,0.0,0.0,0.0,15.0,4.0,24.0,53.0,2.13,45.0,1.0,3.0,2.0,6.0,0.24,5.0,0.0,1.0,0.0,0.0,63.0,41.0,18.0,33.0,12.0,22.0,4.0,18.0,30.0,21.0,2.0,2144.0,29.0,289.0,1391.0,481.0,43.0,2144.0,1479.0,51.0,51.0,5.0,1580.0,25.0,6.0,0.0,31.0,12.0,0.0,0.0,0.0,0.0,183.0,24.0,10.0,70.6
Liam Henderson,sct SCO,MF,Hellas Verona,it Serie A,23,1996,4.0,2.0,196.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.03,2019-2020,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.1,-0.1,43.0,65.0,66.2,620.0,235.0,20.0,24.0,83.3,13.0,19.0,68.4,4.0,11.0,36.4,2.0,9.0,6.0,0.0,8.0,60.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,82.0,5.0,16.0,44.0,24.0,3.0,82.0,37.0,1.0,3.0,1.0,52.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,66.7
Jeff Hendrick,ie IRL,MF,Burnley,eng Premier League,27,1992,24.0,22.0,1931.0,2.0,2.0,0.0,0.0,8.0,0.0,0.09,0.09,0.19,0.09,0.19,1.7,1.7,0.08,0.08,2019-2020,21.5,6.0,1.0,27.3,0.28,0.09,0.33,0.08,0.3,0.3,424.0,588.0,72.1,6168.0,1588.0,248.0,285.0,87.0,136.0,180.0,75.6,24.0,58.0,41.4,14.0,28.0,10.0,2.0,40.0,545.0,36.0,4.0,1.0,1.0,30.0,6.0,6.0,0.0,0.0,6.0,7.0,24.0,38.0,1.77,27.0,3.0,2.0,4.0,3.0,0.14,2.0,0.0,0.0,1.0,0.0,18.0,10.0,7.0,8.0,3.0,21.0,8.0,13.0,20.0,20.0,0.0,800.0,34.0,143.0,412.0,254.0,36.0,800.0,417.0,24.0,19.0,8.0,462.0,39.0,29.0,0.0,17.0,16.0,4.0,0.0,0.0,0.0,107.0,25.0,17.0,59.5
Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,32,1987,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,105.0,47.6,2360.0,2214.0,3.0,3.0,100.0,11.0,12.0,91.7,36.0,88.0,40.9,0.0,2.0,0.0,0.0,0.0,50.0,54.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,118.0,105.0,117.0,1.0,0.0,0.0,118.0,41.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
